customer_id,first_name,last_name,email,city,state,age,gender,signup_date,loyalty_tier
C01305,Osha,Walia,amutti@example.com,Mumbai,Maharashtra,50,Female,2025-01-17,Bronze
C01306,Robert,Natt,bakshiupkaar@example.net,Pune,Maharashtra,46,Female,2024-08-10,Silver
C01307,Pallavi,Borde,ronithgala@example.com,Pune,Maharashtra,52,Female,2022-07-26,Silver
C01308,Deepa,Bhatnagar,balavarsha@example.com,Mumbai,Maharashtra,41,Male,2023-01-24,Gold
C01309,Arjun,Natt,yug17@example.org,Hyderabad,Telangana,30,Male,2026-03-06,Bronze
C01310,Harini,Bhagat,zinal31@example.net,Pune,Maharashtra,36,Male,2025-07-17,Bronze
C01311,Reva,Chandran,fdash@example.org,Pune,Maharashtra,27,Female,2025-12-01,Gold
C01312,Bahadurjit,Purohit,dhruv20@example.com,Bengaluru,Karnataka,19,Female,2023-01-11,Platinum
C01313,Christopher,Mitra,gbhatti@example.net,Bengaluru,Karnataka,48,Female,2025-10-21,Bronze
C01314,Daksh,Ben,lakshmi61@example.net,New Delhi,Delhi,30,Female,2024-11-28,Gold
C01315,Nirja,Kaul,settyleena@example.com,Pune,Maharashtra,59,Female,2023-08-19,Silver
C01316,Priya,Chaudhuri,atharv78@example.com,New Delhi,Delhi,49,Female,2024-09-18,Silver
C01317,Reyansh,Chokshi,aroraekansh@example.net,Chennai,Tamil Nadu,47,Female,2024-01-19,Bronze
C01318,Rishi,Date,isha67@example.net,Hyderabad,Telangana,34,Female,2025-08-01,Bronze
C01319,Sai,Grewal,lakshbasu@example.org,Mumbai,Maharashtra,27,Female,2026-04-13,Bronze
C01320,Joshua,Muni,pvarghese@example.com,Pune,Maharashtra,52,Female,2025-08-23,Platinum
C01321,Deepa,Dhingra,upasnamore@example.net,Chennai,Tamil Nadu,60,Male,2022-08-30,Bronze
C01322,Hemal,Manne,abhiram89@example.net,Pune,Maharashtra,54,Female,2024-10-08,Bronze
C01323,Maanav,Bhandari,yashicabhagat@example.com,Pune,Maharashtra,20,Female,2023-05-24,Platinum
C01324,Hemangini,Hayre,sakshambiswas@example.com,Pune,Maharashtra,52,Other,2024-01-12,Silver
C01325,Ranbir,Soni,lnarula@example.net,Pune,Maharashtra,43,Male,2026-05-28,Silver
C01326,Gautami,Mistry,knarasimhan@example.org,Kolkata,West Bengal,27,Female,2024-10-01,Silver
C01327,Suhani,Basak,akanda@example.net,Gurugram,Haryana,59,Female,2024-09-08,Bronze
C01328,Udant,Karpe,pkala@example.com,Mumbai,Maharashtra,60,Female,2023-05-01,Silver
C01329,Garima,Prashad,mugdhagour@example.org,Ahmedabad,Gujarat,39,Female,2024-01-25,Silver
C01330,Janani,Anne,parmarayushman@example.net,Ahmedabad,Gujarat,53,Female,2025-10-06,Bronze
C01331,Ishwar,Dhar,ria39@example.com,Bengaluru,Karnataka,46,Female,2025-04-23,Bronze
C01332,Caleb,Balan,rudramander@example.org,Bengaluru,Karnataka,55,Female,2025-06-14,Silver
C01333,Theodore,Lala,harinakshikorpal@example.org,Hyderabad,Telangana,19,Female,2025-06-13,Gold
C01334,Rohan,Bains,adwetachaudhuri@example.org,New Delhi,Delhi,50,Female,2026-01-21,Bronze
C01335,Laksh,Raghavan,nigamshivansh@example.com,Bengaluru,Karnataka,21,Male,2023-09-05,Bronze
C01336,Tanmayi,Khatri,kashish28@example.net,Pune,Maharashtra,41,Female,2024-02-24,Bronze
C01337,Radha,Bhattacharyya,dhawankalpit@example.org,Mumbai,Maharashtra,46,Male,2024-10-26,Bronze
C01338,Rehaan,Walia,uprasad@example.net,New Delhi,Delhi,44,Male,2024-01-21,Bronze
C01339,Pushti,Konda,gulatichaitaly@example.org,Hyderabad,Telangana,44,Female,2024-03-02,Silver
C01340,Falak,Kota,mammenjonathan@example.net,Pune,Maharashtra,37,Female,2025-05-19,Gold
C01341,Vrinda,Kadakia,singhaldhruv@example.org,Gurugram,Haryana,55,Male,2026-03-05,Bronze
C01342,Yashoda,Rama,wishi87@example.org,Mumbai,Maharashtra,44,Female,2025-01-05,Bronze
C01343,Ekanta,Prakash,etalwar@example.com,Bengaluru,Karnataka,30,Female,2025-10-11,Bronze
C01344,Nandini,Bansal,theodorejain@example.com,Bengaluru,Karnataka,37,Male,2026-04-23,Bronze
C01345,Wahab,Randhawa,daminisandal@example.com,Bengaluru,Karnataka,32,Female,2023-12-12,Bronze
C01346,Naksh,Prasad,frado21@example.com,Mumbai,Maharashtra,58,Female,2022-12-15,Silver
C01347,Sai,Venkataraman,victor90@example.com,Ahmedabad,Gujarat,29,Female,2024-03-16,Silver
C01348,Yauvani,Nayar,dseshadri@example.com,Pune,Maharashtra,35,Female,2025-11-16,Platinum
C01349,Nilima,Pillai,rnadig@example.com,Bengaluru,Karnataka,55,Female,2024-07-08,Bronze
C01350,Aryan,Gola,qkaur@example.net,Mumbai,Maharashtra,48,Other,2022-09-13,Gold
C01351,Faqid,Parmer,menonyachana@example.net,Mumbai,Maharashtra,19,Male,2023-04-27,Bronze
C01352,Farhan,Malhotra,guneetdani@example.org,Pune,Maharashtra,47,Male,2024-10-02,Bronze
C01353,Jagvi,Barad,gaurihegde@example.net,Pune,Maharashtra,41,Female,2025-01-06,Gold
C01354,Forum,Krishna,anvi39@example.org,Mumbai,Maharashtra,36,Female,2024-12-02,Gold
C01355,Advika,Anand,baghyawati56@example.com,Bengaluru,Karnataka,29,Male,2023-01-09,Silver
C01356,Advik,Sodhi,mitalikari@example.org,Pune,Maharashtra,38,Male,2024-09-26,Silver
C01357,Shaurya,Som,zaitrasidhu@example.net,Mumbai,Maharashtra,41,Female,2022-09-14,Silver
C01358,Triya,Oak,munshiraghav@example.com,Hyderabad,Telangana,26,Female,2026-06-22,Bronze
C01359,Omisha,Kadakia,jsengupta@example.org,Bengaluru,Karnataka,28,Female,2024-08-21,Bronze
C01360,Kavya,Dewan,dalajaandra@example.com,Pune,Maharashtra,53,Female,2025-06-28,Gold
C01361,Isha,Nori,onisandal@example.net,Bengaluru,Karnataka,53,Female,2023-07-25,Gold
C01362,Netra,Yogi,eshana90@example.net,Mumbai,Maharashtra,25,Male,2026-02-12,Gold
C01363,Azad,Dewan,gangaraman@example.com,Bengaluru,Karnataka,41,Female,2024-10-18,Bronze
C01364,Samarth,Raman,warriorlibni@example.org,Gurugram,Haryana,39,Female,2023-08-12,Bronze
C01365,Vaishnavi,Chopra,siya41@example.org,New Delhi,Delhi,32,Female,2025-11-18,Silver
C01366,Hemang,Goel,sureshavi@example.org,New Delhi,Delhi,26,Female,2024-10-27,Platinum
C01367,Rushil,Boase,nmander@example.org,Mumbai,Maharashtra,22,Female,2025-12-02,Bronze
C01368,Bishakha,Viswanathan,shadakshesh@example.com,Mumbai,Maharashtra,24,Female,2025-06-11,Silver
C01369,Zarna,Apte,etaroy@example.com,Bengaluru,Karnataka,25,Male,2023-12-01,Bronze
C01370,Naksh,Choudhry,omyasridhar@example.net,Mumbai,Maharashtra,24,Male,2026-06-27,Gold
C01371,Ekapad,Ramachandran,kalpitjha@example.com,Pune,Maharashtra,29,Female,2025-06-04,Bronze
C01372,Rachana,Soman,dayitajain@example.net,Pune,Maharashtra,55,Female,2024-12-27,Bronze
C01373,Tara,Majumdar,abhimanyudhar@example.com,Bengaluru,Karnataka,33,Female,2023-02-09,Bronze
C01374,Devansh,Rastogi,falguniswaminathan@example.com,Hyderabad,Telangana,51,Female,2026-06-20,Bronze
C01375,Turvi,Baral,manitanmayi@example.com,Mumbai,Maharashtra,18,Other,2023-07-14,Bronze
C01376,Chameli,Raman,ojasvikrish@example.org,Pune,Maharashtra,48,Female,2023-09-20,Silver
C01377,Rachana,Shankar,sgoswami@example.net,Mumbai,Maharashtra,29,Male,2025-12-11,Platinum
C01378,Girish,Ramaswamy,khatrinakul@example.com,Mumbai,Maharashtra,32,Female,2023-08-30,Silver
C01379,Bishakha,Bhavsar,wakeetasabharwal@example.net,Mumbai,Maharashtra,25,Female,2023-12-07,Bronze
C01380,Jairaj,Pillay,cheemayamini@example.com,Mumbai,Maharashtra,53,Male,2024-12-05,Bronze
C01381,Nimrat,Seshadri,zayyanjohal@example.net,Bengaluru,Karnataka,36,Female,2024-05-21,Silver
C01382,Chaitanya,Shere,boratriya@example.com,New Delhi,Delhi,32,Female,2024-01-21,Bronze
C01383,Hemal,Rastogi,mekhalabarad@example.org,Chennai,Tamil Nadu,22,Male,2025-06-27,Gold
C01384,Zashil,Contractor,etashetty@example.com,Kolkata,West Bengal,29,Female,2024-06-26,Silver
C01385,Triya,Bir,kiberaksha@example.org,New Delhi,Delhi,46,Female,2024-04-28,Silver
C01386,Urishilla,Mallick,onkarbadami@example.net,Pune,Maharashtra,43,Female,2024-05-01,Platinum
C01387,Harish,Goel,jeet86@example.org,New Delhi,Delhi,22,Female,2025-08-07,Bronze
C01388,Faras,Apte,mitesh75@example.org,Pune,Maharashtra,25,Female,2024-04-12,Bronze
C01389,Tarak,Banerjee,riyabatta@example.net,Bengaluru,Karnataka,55,Female,2022-07-18,Silver
C01390,Harshil,Ramakrishnan,sachi09@example.org,Hyderabad,Telangana,40,Female,2024-04-20,Silver
C01391,Chanakya,Purohit,zaidprasad@example.org,Mumbai,Maharashtra,50,Female,2023-10-30,Silver
C01392,Ryan,Chand,samaayaan@example.org,Pune,Maharashtra,49,Female,2025-02-20,Silver
C01393,Geetika,Handa,kannangopal@example.net,Pune,Maharashtra,21,Male,2025-12-27,Bronze
C01394,Oliver,Ganesh,sagaryauvani@example.org,Pune,Maharashtra,42,Female,2025-07-17,Bronze
C01395,Eta,Naidu,sarthakrana@example.com,Mumbai,Maharashtra,24,Male,2023-01-19,Silver
C01396,Jai,Kata,hiteshparikh@example.com,Bengaluru,Karnataka,47,Female,2023-10-14,Silver
C01397,Oscar,Aurora,amutti@example.com,Bengaluru,Karnataka,52,Female,2025-01-29,Gold
C01398,Simon,Shanker,dominicmallick@example.net,Bengaluru,Karnataka,45,Male,2026-05-15,Bronze
C01399,Jyoti,Bassi,kamdarnirja@example.com,Bengaluru,Karnataka,46,Female,2024-06-08,Bronze
C01400,Xalak,Chaudry,zayanchandran@example.net,Bengaluru,Karnataka,28,Female,2024-11-05,Bronze
C01401,Ekta,Rama,gaurangigill@example.net,New Delhi,Delhi,25,Female,2023-10-24,Bronze
C01402,Eesha,Subramaniam,nayakandrew@example.net,Bengaluru,Karnataka,54,Female,2023-07-10,Silver
C01403,Saumya,Raja,yahviarya@example.org,Pune,Maharashtra,43,Female,2026-03-26,Silver
C01404,Ansh,Dash,warjas63@example.net,Mumbai,Maharashtra,40,Male,2022-10-02,Bronze
C01405,Fariq,Bhasin,kavyatara@example.com,Pune,Maharashtra,20,Female,2023-03-27,Bronze
C01406,Saksham,Doshi,pjayaraman@example.org,Hyderabad,Telangana,19,Male,2023-04-10,Silver
C01407,Wazir,Sawhney,krish45@example.net,Mumbai,Maharashtra,40,Other,2024-02-23,Bronze
C01408,Balveer,Verma,wmani@example.org,Pune,Maharashtra,33,Female,2025-03-05,Bronze
C01409,Veer,Narula,xavier38@example.org,Pune,Maharashtra,22,Male,2022-09-08,Bronze
C01410,Yuvraj,Kapadia,uverma@example.org,Pune,Maharashtra,38,Female,2023-07-12,Silver
C01411,Riya,Ahuja,swamyekaraj@example.org,Mumbai,Maharashtra,44,Female,2023-08-29,Silver
C01412,Charles,Dhaliwal,jeremiahchand@example.org,Bengaluru,Karnataka,42,Female,2024-10-08,Bronze
C01413,Samarth,Keer,sandhuunni@example.com,Pune,Maharashtra,24,Female,2023-10-22,Bronze
C01414,Nitesh,Hora,paninigoda@example.net,Bengaluru,Karnataka,39,Female,2022-10-21,Bronze
C01415,Yuvraj,Mitter,saumya34@example.com,Kolkata,West Bengal,49,Female,2025-05-31,Platinum
C01416,Fariq,Parsa,kpurohit@example.com,Pune,Maharashtra,31,Female,2023-07-17,Bronze
C01417,Ridhi,Sami,ydugal@example.com,Noida,Uttar Pradesh,32,Female,2024-04-16,Platinum
C01418,Anmol,Raj,wchacko@example.com,New Delhi,Delhi,24,Female,2023-04-21,Bronze
C01419,Michael,Gill,lajita74@example.com,Bengaluru,Karnataka,48,Female,2023-07-27,Bronze
C01420,Bhanumati,Prashad,vbora@example.org,Pune,Maharashtra,50,Male,2024-11-07,Bronze
C01421,Upasna,Hayre,ranveeragrawal@example.org,Bengaluru,Karnataka,44,Female,2025-06-04,Silver
C01422,Xiti,Prasad,aravel@example.com,Bengaluru,Karnataka,29,Male,2023-06-23,Silver
C01423,Kashvi,Rajagopalan,pmorar@example.net,Bengaluru,Karnataka,54,Female,2025-07-01,Silver
C01424,Ekavir,Rege,dashlekha@example.net,Hyderabad,Telangana,35,Male,2023-12-04,Silver
C01425,Nicholas,Hari,xkumer@example.net,Bengaluru,Karnataka,54,Male,2024-02-11,Bronze
C01426,Ijaya,Upadhyay,spillay@example.org,Pune,Maharashtra,27,Female,2023-12-14,Silver
C01427,Lekha,Samra,xaviersridhar@example.org,Hyderabad,Telangana,44,Female,2024-02-08,Gold
C01428,Janaki,Bala,advikashah@example.net,Pune,Maharashtra,44,Female,2025-05-28,Bronze
C01429,Manan,Kumar,neelarora@example.org,Pune,Maharashtra,56,Female,2022-09-11,Bronze
C01430,George,Rajagopalan,hbuch@example.org,Pune,Maharashtra,33,Male,2026-05-23,Bronze
C01431,Pallavi,Gandhi,skrishnan@example.com,Bengaluru,Karnataka,45,Female,2024-02-06,Bronze
C01432,Xiti,Walia,umorar@example.com,Pune,Maharashtra,19,Female,2025-10-12,Gold
C01433,Gaurav,Chopra,luke43@example.net,New Delhi,Delhi,59,Male,2025-07-23,Platinum
C01434,Mitali,Morar,gangulyvyanjana@example.org,Bengaluru,Karnataka,21,Male,2026-06-08,Bronze
C01435,Gunbir,Boase,avohra@example.net,Bengaluru,Karnataka,44,Male,2026-03-10,Silver
C01436,Bhavya,Sankar,patrickprasad@example.org,Chennai,Tamil Nadu,26,Female,2024-04-27,Silver
C01437,Krish,Hora,ggopal@example.org,Bengaluru,Karnataka,51,Female,2025-11-13,Silver
C01438,Shravya,Kala,saibhargava@example.net,Hyderabad,Telangana,34,Female,2023-08-08,Bronze
C01439,Qadim,Handa,nilima79@example.org,Bengaluru,Karnataka,39,Male,2024-10-15,Silver
C01440,Ojas,Buch,frederick61@example.com,Hyderabad,Telangana,45,Female,2025-03-22,Bronze
C01441,Devansh,Oommen,keervanya@example.com,Pune,Maharashtra,46,Female,2025-01-02,Gold
C01442,Harrison,Andra,lataabhimanyu@example.net,Pune,Maharashtra,41,Female,2023-07-22,Bronze
C01443,Benjamin,Chatterjee,abhimanyuprashad@example.net,Bengaluru,Karnataka,33,Male,2023-11-19,Gold
C01444,Zinal,Lata,wsolanki@example.com,Kolkata,West Bengal,48,Female,2024-07-05,Gold
C01445,Pushti,Nayar,hemal53@example.com,Pune,Maharashtra,20,Male,2023-02-24,Silver
C01446,Mohini,Radhakrishnan,parekhganga@example.org,Kolkata,West Bengal,60,Female,2022-09-03,Silver
C01447,Aarush,Shan,bdewan@example.net,Mumbai,Maharashtra,41,Male,2022-08-14,Silver
C01448,Jason,Wali,yuvraj57@example.net,Bengaluru,Karnataka,46,Female,2025-03-21,Gold
C01449,Vaishnavi,Varma,aguha@example.net,Mumbai,Maharashtra,37,Female,2025-02-10,Gold
C01450,Ekanta,Badal,chakradev57@example.org,Pune,Maharashtra,28,Male,2025-05-14,Silver
C01451,Vedhika,Ratta,pallpriya@example.com,Chennai,Tamil Nadu,44,Male,2022-12-07,Bronze
C01452,Harish,Rajan,robert28@example.net,Pune,Maharashtra,48,Male,2023-10-16,Gold
C01453,Yamini,Balay,widishachahal@example.com,Mumbai,Maharashtra,24,Male,2024-03-05,Silver
C01454,Unni,Ganguly,edalia@example.net,Bengaluru,Karnataka,44,Female,2024-07-28,Gold
C01455,Wridesh,Kohli,onkarchakraborty@example.org,New Delhi,Delhi,19,Male,2024-01-02,Silver
C01456,Radhika,Balakrishnan,etarajagopal@example.com,Pune,Maharashtra,59,Female,2024-01-22,Bronze
C01457,Thomas,Kurian,qdasgupta@example.org,Bengaluru,Karnataka,54,Female,2024-10-14,Bronze
C01458,Vyanjana,Chana,udarsh99@example.org,Bengaluru,Karnataka,26,Male,2022-11-27,Silver
C01459,Hemal,Purohit,zsarkar@example.org,Hyderabad,Telangana,46,Female,2024-10-02,Silver
C01460,Udant,Lad,mannangagan@example.org,Mumbai,Maharashtra,55,Male,2022-09-10,Silver
C01461,Gaurav,Oak,jackpillai@example.org,Pune,Maharashtra,41,Female,2024-03-22,Gold
C01462,Dhriti,Rai,mukhopadhyaydavid@example.net,Kolkata,West Bengal,32,Female,2023-05-07,Bronze
C01463,Ranveer,Rama,xnagarajan@example.com,Bengaluru,Karnataka,58,Female,2023-02-11,Bronze
C01464,Jonathan,Venkatesh,hredhaanrana@example.org,Bengaluru,Karnataka,28,Female,2025-01-28,Silver
C01465,Triveni,Mutti,chamankanda@example.com,Bengaluru,Karnataka,23,Male,2025-09-16,Bronze
C01466,Tamanna,Din,madhav09@example.com,Bengaluru,Karnataka,51,Female,2026-06-20,Gold
C01467,Dayamai,Thakkar,mahalvanya@example.net,Bengaluru,Karnataka,49,Female,2022-10-08,Silver
C01468,Tanveer,Talwar,krisha05@example.org,Pune,Maharashtra,36,Male,2025-01-19,Bronze
C01469,Shivansh,Kar,golavinaya@example.net,Mumbai,Maharashtra,56,Female,2025-05-21,Gold
C01470,Manya,Mistry,anthonyramanathan@example.com,New Delhi,Delhi,44,Female,2025-06-26,Silver
C01471,Pahal,Solanki,mahika61@example.net,Pune,Maharashtra,33,Female,2025-01-28,Gold
C01472,Barkha,Mandal,meerachatterjee@example.org,Mumbai,Maharashtra,59,Female,2022-09-16,Bronze
C01473,Ekiya,Bhagat,tanvi29@example.org,Pune,Maharashtra,43,Female,2024-09-24,Silver
C01474,Riya,Subramanian,maanav33@example.net,New Delhi,Delhi,34,Female,2023-03-13,Silver
C01475,Rohan,Andra,harsh26@example.com,Pune,Maharashtra,48,Male,2025-03-25,Platinum
C01476,Om,Bhalla,parekhurvi@example.org,Kolkata,West Bengal,20,Female,2023-03-11,Silver
C01477,Charles,Dalal,radha26@example.org,Mumbai,Maharashtra,60,Female,2024-05-01,Platinum
C01478,Bahadurjit,Dani,mekhalasuresh@example.com,Bengaluru,Karnataka,29,Female,2023-04-17,Silver
C01479,Orinder,Prashad,shethlavanya@example.com,Kolkata,West Bengal,26,Female,2023-12-03,Silver
C01480,Sai,Pillai,darjackson@example.org,Mumbai,Maharashtra,25,Female,2025-01-31,Platinum
C01481,Jairaj,Suresh,arinsrinivasan@example.com,Bengaluru,Karnataka,41,Male,2024-12-20,Bronze
C01482,Girindra,Golla,psule@example.net,Chennai,Tamil Nadu,34,Female,2023-02-09,Bronze
C01483,Radha,Misra,hardiknanda@example.org,Pune,Maharashtra,27,Female,2023-10-16,Gold
C01484,Qasim,Ravi,rameshvrinda@example.org,New Delhi,Delhi,21,Female,2024-01-29,Bronze
C01485,Zilmil,Yohannan,johaljacob@example.org,Pune,Maharashtra,34,Female,2023-11-28,Bronze
C01486,Pranit,Ahluwalia,hmurthy@example.org,Pune,Maharashtra,20,Female,2023-10-09,Platinum
C01487,Kabir,Jhaveri,gagankunda@example.org,Bengaluru,Karnataka,49,Female,2023-12-24,Silver
C01488,Frado,Dash,januja82@example.com,Pune,Maharashtra,23,Female,2024-08-02,Bronze
C01489,Aadi,Kothari,chakradhar84@example.net,Chennai,Tamil Nadu,35,Female,2023-09-11,Silver
C01490,Sai,Dey,hmunshi@example.com,Pune,Maharashtra,51,Male,2026-07-10,Bronze
C01491,Yashvi,Kadakia,basuwarjas@example.org,Ahmedabad,Gujarat,49,Female,2025-03-01,Gold
C01492,Raghav,Dhar,tanveer29@example.net,Pune,Maharashtra,25,Female,2022-09-22,Silver
C01493,Tarak,Parmer,kabir96@example.org,Kolkata,West Bengal,27,Female,2024-09-24,Bronze
C01494,Aadhya,Lad,zgade@example.com,New Delhi,Delhi,47,Female,2023-11-09,Bronze
C01495,Fiyaz,Kumar,idhar@example.org,New Delhi,Delhi,20,Female,2024-09-12,Platinum
C01496,Ekavir,Luthra,kashishvaidya@example.net,Mumbai,Maharashtra,26,Female,2023-05-10,Bronze
C01497,Nihal,Saini,diyasaraf@example.com,New Delhi,Delhi,21,Male,2024-09-25,Silver
C01498,Atharv,Kota,madanjeet@example.net,Bengaluru,Karnataka,43,Female,2026-01-10,Bronze
C01499,Imaran,Ray,narayangaurav@example.com,Hyderabad,Telangana,23,Female,2024-04-23,Bronze
C01500,Gauri,Mahajan,upkaarmahal@example.org,Mumbai,Maharashtra,36,Female,2024-04-15,Platinum
C01501,Guneet,Purohit,kritikacheema@example.org,Pune,Maharashtra,49,Male,2024-11-14,Silver
C01502,Parth,Vyas,vrishti18@example.com,Ahmedabad,Gujarat,56,Female,2022-09-15,Silver
C01503,Baghyawati,Madan,bavaonkar@example.com,Chennai,Tamil Nadu,30,Female,2023-09-03,Gold
C01504,Lopa,Golla,neha79@example.org,Bengaluru,Karnataka,56,Female,2023-05-22,Silver
C01505,Aashi,Andra,jonathandhar@example.com,Hyderabad,Telangana,29,Female,2023-02-07,Bronze
C01506,Amara,Bera,zaid96@example.net,Pune,Maharashtra,47,Female,2024-08-18,Silver
C01507,Tanvi,Goswami,zpandya@example.com,New Delhi,Delhi,51,Female,2023-10-08,Silver
C01508,Yadavi,Mangat,priya83@example.com,Mumbai,Maharashtra,23,Male,2024-02-04,Bronze
C01509,Gagan,Mody,fmunshi@example.net,Pune,Maharashtra,37,Male,2025-10-30,Silver
C01510,Fariq,Bose,girikgandhi@example.net,Mumbai,Maharashtra,53,Female,2026-04-12,Bronze
C01511,Dakshesh,Chad,waida06@example.net,Pune,Maharashtra,44,Female,2024-02-29,Silver
C01512,Yashoda,Deshpande,gtank@example.net,Bengaluru,Karnataka,40,Female,2025-02-15,Bronze
C01513,Jeet,Ravi,guptaabhimanyu@example.net,Bengaluru,Karnataka,60,Female,2025-11-27,Silver
C01514,Pavani,Warrior,yash89@example.org,Chennai,Tamil Nadu,23,Female,2026-04-17,Silver
C01515,Saumya,Ganguly,parthborde@example.com,Mumbai,Maharashtra,60,Female,2023-12-30,Gold
C01516,Kiaan,Varkey,charan67@example.com,Mumbai,Maharashtra,31,Female,2025-06-30,Silver
C01517,Onkar,Prakash,nigamzaid@example.net,Bengaluru,Karnataka,24,Female,2022-10-08,Bronze
C01518,Jacob,Mannan,vasudha44@example.org,Mumbai,Maharashtra,28,Female,2026-06-21,Bronze
C01519,Aarnav,Ramesh,dalajavarma@example.org,Mumbai,Maharashtra,56,Male,2022-11-09,Bronze
C01520,Ubika,Sura,parekhabeer@example.net,Hyderabad,Telangana,41,Female,2023-02-01,Platinum
C01521,Triveni,Narasimhan,irya10@example.com,New Delhi,Delhi,23,Female,2024-11-06,Bronze
C01522,Quincy,Ratti,aditya16@example.com,Pune,Maharashtra,30,Male,2026-06-16,Bronze
C01523,Rudra,Chad,nirjadasgupta@example.com,New Delhi,Delhi,33,Female,2022-11-26,Silver
C01524,Abhimanyu,Dugal,upkaar76@example.com,Hyderabad,Telangana,23,Female,2025-06-23,Bronze
C01525,Chandani,Patla,igopal@example.com,Bengaluru,Karnataka,25,Female,2026-06-04,Bronze
C01526,Ikbal,Sarna,iedwin@example.com,New Delhi,Delhi,48,Female,2023-10-29,Bronze
C01527,Radha,Ahluwalia,rushil13@example.com,Pune,Maharashtra,54,Male,2024-11-22,Bronze
C01528,Banjeet,Deol,vsama@example.com,Mumbai,Maharashtra,58,Male,2025-12-20,Bronze
C01529,Azad,Dyal,varenyalata@example.org,Mumbai,Maharashtra,55,Female,2023-10-07,Silver
C01530,Oviya,Suresh,udatta@example.com,Mumbai,Maharashtra,43,Female,2023-10-24,Silver
C01531,Yachana,Ramachandran,imaranchokshi@example.org,Bengaluru,Karnataka,49,Female,2022-09-28,Bronze
C01532,Jonathan,Dugal,xiti03@example.org,Pune,Maharashtra,38,Female,2023-04-25,Bronze
C01533,Hema,Sanghvi,sarafvarsha@example.com,New Delhi,Delhi,25,Female,2023-11-22,Gold
C01534,Baghyawati,Sunder,sanghviyug@example.net,Mumbai,Maharashtra,45,Female,2022-08-20,Bronze
C01535,Michael,Vaidya,zaidmand@example.org,Pune,Maharashtra,46,Female,2024-08-13,Bronze
C01536,Adya,Kota,eissac@example.net,Ahmedabad,Gujarat,56,Male,2024-08-23,Silver
C01537,Harshil,Thakkar,ranbirdixit@example.org,Bengaluru,Karnataka,42,Male,2024-11-25,Gold
C01538,Jai,Deo,rbarad@example.org,New Delhi,Delhi,48,Male,2024-07-11,Gold
C01539,Madhav,Sandhu,iyengargavin@example.org,Bengaluru,Karnataka,23,Female,2024-12-17,Bronze
C01540,Lajita,Reddy,vihaan35@example.com,Pune,Maharashtra,49,Female,2023-02-24,Bronze
C01541,Varenya,Bhat,tbehl@example.org,Noida,Uttar Pradesh,33,Female,2024-11-04,Bronze
C01542,Amruta,Patla,indali63@example.com,Pune,Maharashtra,40,Female,2025-01-30,Bronze
C01543,Champak,Gopal,acharyacharles@example.net,Chennai,Tamil Nadu,20,Male,2023-09-21,Bronze
C01544,Ekanta,Kala,urmi49@example.org,Pune,Maharashtra,25,Female,2025-04-10,Bronze
C01545,Raagini,Goyal,vyanjana55@example.com,Noida,Uttar Pradesh,20,Male,2024-07-21,Silver
C01546,Isaac,Chatterjee,degarima@example.com,Ahmedabad,Gujarat,50,Female,2022-09-04,Bronze
C01547,Janaki,Wadhwa,wazir43@example.net,Pune,Maharashtra,47,Male,2024-02-03,Silver
C01548,Leena,Chahal,dejai@example.org,Gurugram,Haryana,57,Male,2023-02-14,Gold
C01549,Rayaan,Hans,echaudhary@example.net,Hyderabad,Telangana,50,Female,2026-04-24,Silver
C01550,Hemal,Mitra,ijaggi@example.net,Chennai,Tamil Nadu,28,Male,2024-07-08,Silver
C01551,Mitesh,Bassi,rehaansahota@example.net,Hyderabad,Telangana,24,Female,2023-10-02,Bronze
C01552,Zayyan,Palan,saumya16@example.org,Hyderabad,Telangana,30,Female,2025-11-09,Bronze
C01553,Vasudha,Saini,ganesananusha@example.net,Hyderabad,Telangana,48,Female,2025-03-03,Silver
C01554,Kai,Mann,bhatranveer@example.net,Pune,Maharashtra,44,Female,2024-06-16,Silver
C01555,Mitali,Talwar,gandhiraksha@example.net,Pune,Maharashtra,44,Male,2023-07-30,Bronze
C01556,Leena,Ramakrishnan,nmagar@example.org,Mumbai,Maharashtra,47,Male,2024-04-01,Silver
C01557,Aarush,Dutta,adityavarghese@example.com,New Delhi,Delhi,46,Female,2026-05-19,Bronze
C01558,Yahvi,Vohra,chavvi34@example.net,Hyderabad,Telangana,23,Female,2026-02-26,Bronze
C01559,Amrita,Dani,udarshbath@example.net,Hyderabad,Telangana,21,Female,2024-02-11,Bronze
C01560,Wazir,Manne,divanarunima@example.org,Ahmedabad,Gujarat,54,Female,2025-09-12,Silver
C01561,Anamika,Behl,shivanshwarrior@example.org,New Delhi,Delhi,51,Other,2022-11-04,Bronze
C01562,Aarav,Palan,ekta18@example.com,Chennai,Tamil Nadu,53,Male,2022-08-13,Silver
C01563,Kiaan,Rege,ekta00@example.com,Mumbai,Maharashtra,18,Male,2024-08-13,Gold
C01564,Theodore,Mammen,aahanababu@example.net,Bengaluru,Karnataka,43,Female,2025-09-21,Bronze
C01565,Hitesh,Raja,samuel73@example.com,Bengaluru,Karnataka,59,Female,2023-01-29,Bronze
C01566,Amruta,Jani,cdugal@example.org,Hyderabad,Telangana,43,Male,2022-11-28,Gold
C01567,Radha,Pillay,varenyachander@example.com,Pune,Maharashtra,39,Female,2023-07-14,Silver
