customer_id	first_name	last_name	loyalty_tier	total_orders	total_units	lifetime_value_inr	customer_aov_inr
C00965	Anamika	Loke	Gold	10	42	130450.00	13045.00
C00966	Wyatt	Hayer	Bronze	14	70	223340.00	15952.86
C00967	Abhiram	Bir	Silver	10	62	180347.50	18034.75
C00968	Hemang	Sehgal	Bronze	5	34	96662.50	19332.50
C00969	Bahadurjit	Bajwa	Silver	11	62	185882.50	16898.41
C00970	Jairaj	Dar	Bronze	7	36	136932.50	19561.79
C00971	Qasim	Choudhry	Silver	7	38	150375.00	21482.14
C00972	Faqid	Setty	Bronze	3	10	34955.00	11651.67
C00973	Ethan	Malhotra	Bronze	16	66	195580.00	12223.75
C00974	Darpan	Kuruvilla	Platinum	12	74	248745.00	20728.75
C00975	Sai	Ramaswamy	Silver	7	36	89170.00	12738.57
C00976	Raagini	Kamdar	Silver	11	50	136372.50	12397.50
C00977	Bakhshi	Bora	Gold	10	42	121562.50	12156.25
C00978	Widisha	Dixit	Bronze	11	44	145722.50	13247.50
C00979	Max	Narayan	Silver	9	28	86530.00	9614.44
C00980	Vritti	Sridhar	Silver	9	32	134920.00	14991.11
C00981	Upkaar	Aggarwal	Silver	12	53	177310.00	14775.83
C00982	Jagrati	Nath	Bronze	6	33	104585.00	17430.83
C00983	Harini	Buch	Bronze	15	64	167125.00	11141.67
C00984	Patrick	Baral	Silver	6	20	64267.50	10711.25
C00985	Madhavi	Chhabra	Gold	17	65	191555.00	11267.94
C00986	Ranveer	Dey	Silver	13	67	194850.00	14988.46
C00987	William	Suresh	Bronze	11	49	153850.00	13986.36
C00988	Darika	Tata	Bronze	13	66	234827.50	18063.65
C00989	Daksh	Nazareth	Bronze	11	54	212412.50	19310.23
C00990	Tara	Yadav	Bronze	10	57	166752.50	16675.25
C00991	Lohit	Suresh	Bronze	11	46	160737.50	14612.50
C00992	Kalpit	Atwal	Bronze	11	46	168822.50	15347.50
C00993	Tanmayi	Garde	Bronze	10	57	166770.00	16677.00
C00994	Thomas	Bhatnagar	Silver	12	64	189495.00	15791.25
C00995	Neelima	Nair	Bronze	8	44	128095.00	16011.88
C00996	Chakradev	Ghose	Bronze	8	42	142495.00	17811.88
C00997	Ojasvi	Ganguly	Silver	12	44	120720.00	10060.00
C00998	Banjeet	Deol	Bronze	9	43	133857.50	14873.06
C00999	Vidhi	Buch	Bronze	9	33	82140.00	9126.67
C01000	Bhanumati	Saha	Bronze	13	59	187480.00	14421.54
C01001	Anika	Virk	Bronze	12	61	214125.00	17843.75
C01002	Baljiwan	Gole	Bronze	7	43	123487.50	17641.07
C01003	Ijaya	Sahota	Silver	11	33	100547.50	9140.68
C01004	Girish	Pathak	Silver	9	50	149132.50	16570.28
C01005	Chatresh	Hari	Bronze	9	54	182292.50	20254.72
C01006	Patrick	Dutta	Bronze	6	37	84152.50	14025.42
C01007	Shaurya	Saran	Bronze	8	39	124417.50	15552.19
C01008	Hemang	Ben	Silver	14	72	277997.50	19856.96
C01009	Yutika	D’Alia	Bronze	12	64	276150.00	23012.50
C01010	Eshana	Saini	Silver	9	53	146527.50	16280.83
C01011	Eshana	Kari	Bronze	11	50	133790.00	12162.73
C01012	Keya	Kannan	Silver	11	47	137647.50	12513.41
C01013	Rajata	Dhillon	Bronze	9	41	112315.00	12479.44
C01014	Kashvi	Deshpande	Bronze	6	26	79902.50	13317.08
C01015	Anamika	Jain	Silver	12	82	242310.00	20192.50
C01016	Avni	Deshpande	Gold	6	24	93955.00	15659.17
C01017	Onveer	Oza	Bronze	6	42	148402.50	24733.75
C01018	Onkar	Karpe	Silver	9	43	190252.50	21139.17
C01019	Urvashi	Shere	Silver	5	27	74097.50	14819.50
C01020	Falak	Saraf	Gold	7	37	90620.00	12945.71
C01021	Chaitanya	Baria	Silver	9	44	133727.50	14858.61
C01022	Meera	Srinivas	Bronze	11	52	189620.00	17238.18
C01023	Fiyaz	Arora	Bronze	9	54	206987.50	22998.61
C01024	Chakrika	Khare	Bronze	13	62	193810.00	14908.46
C01025	Dalaja	Edwin	Bronze	5	12	36267.50	7253.50
C01026	Lakshit	Ravi	Silver	17	74	212390.00	12493.53
C01027	Aarav	Bobal	Bronze	10	52	139097.50	13909.75
C01028	Chaman	Sandhu	Silver	9	45	167347.50	18594.17
C01029	Christopher	Varma	Gold	13	71	253067.50	19466.73
C01030	Udyati	Baria	Silver	15	78	283427.50	18895.17
C01031	Ekalinga	Jayaraman	Silver	9	35	114557.50	12728.61
C01032	Ishaan	Sridhar	Bronze	6	18	55482.50	9247.08
C01033	Amara	Thakur	Silver	18	73	233500.00	12972.22
C01034	Kashish	Pai	Bronze	9	48	137447.50	15271.94
C01035	Jason	Singhal	Silver	19	90	264847.50	13939.34
C01036	Dominic	Guha	Bronze	12	54	192115.00	16009.58
C01037	Praneel	Mani	Bronze	15	87	262515.00	17501.00
C01038	Isaac	Divan	Silver	13	72	247505.00	19038.85
C01039	Arin	Memon	Bronze	6	22	59510.00	9918.33
C01040	Osha	Sawhney	Bronze	8	56	151775.00	18971.88
C01041	Anthony	Kata	Silver	14	80	279942.50	19995.89
C01042	Eta	Sunder	Bronze	11	65	211057.50	19187.05
C01043	Kevin	Mohan	Gold	7	40	138490.00	19784.29
C01044	Kamya	Mani	Bronze	6	36	84330.00	14055.00
C01045	Tamanna	Ganesan	Silver	15	55	188270.00	12551.33
C01046	Mitesh	Edwin	Silver	10	62	194685.00	19468.50
C01047	Jonathan	Sastry	Silver	9	42	121347.50	13483.06
C01048	Bakhshi	Nadig	Silver	8	40	106562.50	13320.31
C01049	Nicholas	Walla	Bronze	7	32	84252.50	12036.07
C01050	Maanav	Shanker	Bronze	10	49	159132.50	15913.25
C01051	Garima	Merchant	Silver	8	33	82060.00	10257.50
C01052	Manan	Sathe	Bronze	4	21	53267.50	13316.88
C01053	Jackson	Morar	Bronze	13	62	187330.00	14410.00
C01054	Ishanvi	Chanda	Bronze	11	64	204117.50	18556.14
C01055	Tristan	Mall	Gold	11	56	167712.50	15246.59
C01056	Sanaya	Chahal	Bronze	9	42	153797.50	17088.61
C01057	Yasti	Bhalla	Bronze	12	64	206390.00	17199.17
C01058	Libni	Pradhan	Silver	9	31	100532.50	11170.28
C01059	Darika	Sehgal	Bronze	10	51	189870.00	18987.00
C01060	Ojasvi	Savant	Bronze	8	43	127035.00	15879.38
C01061	Gabriel	Dhawan	Silver	11	48	132935.00	12085.00
C01062	Gautami	Bhatti	Bronze	9	41	154430.00	17158.89
C01063	Anjali	Sachdeva	Silver	10	50	181390.00	18139.00
C01064	Quincy	Raj	Gold	12	49	146515.00	12209.58
C01065	Daksha	Tak	Gold	10	36	137540.00	13754.00
C01066	Mitesh	Lala	Bronze	9	37	103872.50	11541.39
C01067	Praneel	Swamy	Bronze	9	48	146672.50	16296.94
C01068	Waida	Bhavsar	Gold	11	66	221862.50	20169.32
C01069	Vamakshi	Dar	Bronze	5	22	92832.50	18566.50
C01070	Nicholas	Bhardwaj	Platinum	9	52	175752.50	19528.06
C01071	Krishna	Parikh	Gold	10	60	177045.00	17704.50
C01072	Oni	Parekh	Bronze	12	60	248137.50	20678.13
C01073	Faraj	Varkey	Silver	9	34	112427.50	12491.94
C01074	Oliver	Naidu	Silver	14	71	259037.50	18502.68
C01075	Indira	Dhawan	Bronze	5	33	89165.00	17833.00
C01076	Kashish	Sundaram	Silver	12	54	161830.00	13485.83
C01077	Tejas	Dubey	Bronze	4	16	42342.50	10585.63
C01078	Ishaan	Sahni	Gold	7	26	73675.00	10525.00
C01079	Anay	Srinivasan	Bronze	15	68	210760.00	14050.67
C01080	Hema	Gera	Gold	7	35	114687.50	16383.93
C01081	Lucky	Karan	Bronze	9	44	197572.50	21952.50
C01082	Pavani	Choudhury	Bronze	8	36	96542.50	12067.81
C01083	Brijesh	Hegde	Silver	7	37	118682.50	16954.64
C01084	Daniel	Singh	Bronze	13	87	276200.00	21246.15
C01085	Charvi	Anne	Silver	7	40	102495.00	14642.14
C01086	Ryan	Goyal	Bronze	12	74	260985.00	21748.75
C01087	Arunima	Pall	Silver	3	13	38100.00	12700.00
C01088	Yashasvi	Bir	Silver	9	43	107187.50	11909.72
C01089	Rehaan	Manda	Platinum	13	68	215630.00	16586.92
C01090	Yamini	Soman	Gold	15	65	203515.00	13567.67
C01091	Isha	Raghavan	Silver	9	36	118562.50	13173.61
C01092	Nikita	Chowdhury	Silver	10	44	117832.50	11783.25
C01093	Laban	Tandon	Silver	15	66	237622.50	15841.50
C01094	Falak	Tak	Bronze	13	53	168060.00	12927.69
C01095	Devika	Sawhney	Silver	18	88	310437.50	17246.53
C01096	Ranbir	Boase	Bronze	10	58	224200.00	22420.00
C01097	Vyanjana	Cheema	Bronze	15	66	158812.50	10587.50
C01098	Frederick	Dar	Bronze	9	43	112020.00	12446.67
C01099	Harsh	Ganguly	Silver	11	64	186317.50	16937.95
C01100	Sai	Raval	Bronze	11	56	158615.00	14419.55
C01101	Xalak	Mallick	Silver	10	50	184665.00	18466.50
C01102	Nidhi	Sundaram	Silver	8	38	157082.50	19635.31
C01103	Zashil	Suri	Silver	11	42	127582.50	11598.41
C01104	Ayushman	Chaudhary	Silver	11	53	187742.50	17067.50
C01105	Avi	Gola	Bronze	9	46	130315.00	14479.44
C01106	Gopal	Bose	Gold	8	32	77307.50	9663.44
C01107	Widisha	Swaminathan	Bronze	10	48	186652.50	18665.25
C01108	Azad	Sani	Bronze	10	53	171840.00	17184.00
C01109	Krisha	Savant	Bronze	16	74	256590.00	16036.88
C01110	Chavvi	Gala	Silver	14	80	225727.50	16123.39
C01111	Lopa	Sura	Bronze	5	24	75455.00	15091.00
C01112	Naksh	Toor	Gold	15	78	215750.00	14383.33
C01113	Krishna	Pandit	Bronze	17	97	328765.00	19339.12
C01114	Chakradev	Dave	Bronze	15	59	233972.50	15598.17
C01115	Harita	Rai	Gold	12	70	181942.50	15161.88
C01116	Nisha	Panchal	Bronze	9	57	183525.00	20391.67
C01117	Devika	Chad	Silver	10	64	236270.00	23627.00
C01118	Omkaar	Bahri	Bronze	10	52	162905.00	16290.50
C01119	Yutika	Sama	Silver	4	16	44827.50	11206.88
C01120	Edhitha	Purohit	Bronze	8	41	179280.00	22410.00
C01121	Vrinda	Chaudhry	Bronze	7	35	108437.50	15491.07
C01122	Harinakshi	Ganesan	Platinum	11	56	158232.50	14384.77
C01123	Faqid	Wason	Silver	15	80	273530.00	18235.33
C01124	Chameli	Ratti	Gold	9	49	155412.50	17268.06
C01125	Gayathri	Mahajan	Bronze	15	63	219165.00	14611.00
C01126	Shaurya	Palan	Gold	16	69	249732.50	15608.28
C01127	Rachita	Zacharia	Bronze	8	49	123060.00	15382.50
C01128	Yutika	Setty	Bronze	9	33	84330.00	9370.00
C01129	Xalak	Kala	Bronze	10	48	180065.00	18006.50
C01130	Radha	Bhasin	Silver	10	45	154960.00	15496.00
C01131	Wridesh	Dora	Silver	16	63	194857.50	12178.59
C01132	Samar	Sachar	Silver	6	23	58000.00	9666.67
C01133	Warinder	Ravi	Gold	17	85	268452.50	15791.32
C01134	Ayaan	Korpal	Silver	13	53	191062.50	14697.12
C01135	Pahal	Bansal	Silver	8	53	157397.50	19674.69
C01136	Ayush	Kuruvilla	Bronze	9	43	114415.00	12712.78
C01137	Christopher	Chacko	Bronze	12	58	201025.00	16752.08
C01138	Gautam	Ranganathan	Bronze	13	69	189232.50	14556.35
C01139	Xiti	Dara	Bronze	12	72	234267.50	19522.29
C01140	Jason	Munshi	Silver	12	51	180590.00	15049.17
C01141	Maanas	Chhabra	Bronze	13	48	160390.00	12337.69
C01142	Nilima	Kumar	Bronze	15	86	244382.50	16292.17
C01143	Isaiah	Nadig	Bronze	18	95	338582.50	18810.14
C01144	Arunima	Dhillon	Silver	11	42	151777.50	13797.95
C01145	Bakhshi	Bhagat	Bronze	7	32	135997.50	19428.21
C01146	Janani	Dara	Gold	15	59	199040.00	13269.33
C01147	Maya	Kumer	Bronze	11	41	181030.00	16457.27
C01148	Naveen	Sarna	Gold	14	73	263322.50	18808.75
C01149	Vyanjana	Sinha	Gold	13	55	163345.00	12565.00
C01150	Harish	Dyal	Silver	5	23	53935.00	10787.00
C01151	Eta	Setty	Bronze	14	68	207215.00	14801.07
C01152	Sachi	Deshpande	Bronze	10	49	134622.50	13462.25
C01153	Dalaja	Murthy	Bronze	13	68	225867.50	17374.42
C01154	Zaitra	De	Gold	7	34	153265.00	21895.00
C01155	Kiaan	Lad	Bronze	11	56	166375.00	15125.00
C01156	Frado	Sachdeva	Bronze	11	52	168817.50	15347.05
C01157	Udarsh	Bail	Bronze	11	57	183507.50	16682.50
C01158	Rushil	Lala	Silver	11	48	125682.50	11425.68
C01159	Pushti	Lad	Bronze	16	93	265877.50	16617.34
C01160	Jacob	Atwal	Gold	7	42	138942.50	19848.93
C01161	Jagat	Kapur	Gold	22	116	397555.00	18070.68
C01162	Warda	Raja	Silver	6	26	119305.00	19884.17
C01163	Tanveer	Mandal	Bronze	14	63	224682.50	16048.75
C01164	Madhav	Balakrishnan	Silver	13	62	181145.00	13934.23
C01165	Yuvraj	Pingle	Bronze	9	35	136870.00	15207.78
C01166	Kiaan	Naik	Bronze	10	55	176552.50	17655.25
C01167	Pallavi	Kunda	Bronze	10	63	222880.00	22288.00
C01168	Gaurangi	Keer	Bronze	9	53	164930.00	18325.56
C01169	Chakradev	Ahluwalia	Bronze	13	65	240122.50	18470.96
C01170	Megha	Prabhakar	Bronze	5	19	67790.00	13558.00
C01171	Omkaar	Thakur	Bronze	10	47	164467.50	16446.75
C01172	Gaurav	Nadig	Silver	8	44	182155.00	22769.38
C01173	Dhriti	Basu	Bronze	10	58	154100.00	15410.00
C01174	Jalsa	Sani	Bronze	8	38	113492.50	14186.56
C01175	Dhriti	Sarin	Silver	4	23	83135.00	20783.75
C01176	Ria	Bera	Silver	8	35	96377.50	12047.19
C01177	Qadim	Banik	Silver	11	51	164037.50	14912.50
C01178	Unni	Sarin	Silver	8	42	173522.50	21690.31
C01179	Ishanvi	Sundaram	Silver	9	46	166560.00	18506.67
C01180	Manbir	Dasgupta	Gold	20	104	358020.00	17901.00
C01181	Om	Trivedi	Silver	5	23	120505.00	24101.00
C01182	Pranit	Saha	Gold	8	32	115295.00	14411.88
C01183	Girindra	Narasimhan	Bronze	6	24	98397.50	16399.58
C01184	Kashvi	Cherian	Silver	8	42	108147.50	13518.44
C01185	Varsha	Setty	Bronze	11	57	187975.00	17088.64
C01186	Sneha	Nair	Silver	11	50	173162.50	15742.05
C01187	Barkha	Naidu	Platinum	7	31	102010.00	14572.86
C01188	Mohini	Kumer	Bronze	12	69	262587.50	21882.29
C01189	Ansh	Joshi	Platinum	10	57	181995.00	18199.50
C01190	Mitesh	Dara	Gold	9	51	197825.00	21980.56
C01191	Karan	Parmer	Silver	10	48	132702.50	13270.25
C01192	Vrishti	Sehgal	Bronze	12	58	164545.00	13712.08
C01193	Pallavi	Chana	Bronze	12	43	136887.50	11407.29
C01194	Radha	Sandhu	Bronze	9	48	127130.00	14125.56
C01195	Ubika	Kapur	Bronze	10	49	162045.00	16204.50
C01196	Fiyaz	Mannan	Platinum	14	59	163147.50	11653.39
C01197	Charita	Dixit	Gold	5	26	88545.00	17709.00
C01198	Prisha	Merchant	Platinum	4	20	45787.50	11446.88
C01199	Hritik	Uppal	Bronze	12	71	255410.00	21284.17
C01200	Zehaan	Pant	Bronze	6	55	177875.00	29645.83
C01201	Turvi	Gola	Bronze	13	67	275207.50	21169.81
C01202	Omaja	Mishra	Silver	3	20	50890.00	16963.33
C01203	Harita	Grover	Silver	11	74	254357.50	23123.41
C01204	Aashi	Cherian	Bronze	13	57	187745.00	14441.92
C01205	Megha	Dada	Bronze	14	72	261927.50	18709.11
C01206	Nidhi	Sur	Bronze	11	58	187790.00	17071.82
C01207	Jeremiah	Deshmukh	Gold	15	77	271507.50	18100.50
C01208	Raghav	Bala	Bronze	15	69	243197.50	16213.17
C01209	Wyatt	Sarin	Silver	8	50	147997.50	18499.69
C01210	Manbir	Som	Gold	8	31	84522.50	10565.31
C01211	Michael	Saxena	Bronze	9	31	94195.00	10466.11
C01212	Xavier	Jaggi	Bronze	7	37	195457.50	27922.50
C01213	Harshil	Sankaran	Bronze	12	39	115452.50	9621.04
C01214	Bina	Bansal	Silver	8	49	150830.00	18853.75
C01215	Vinaya	Kata	Bronze	8	37	128597.50	16074.69
C01216	Diya	Bhatt	Platinum	9	39	106502.50	11833.61
C01217	Idika	Sen	Silver	7	30	70470.00	10067.14
C01218	Rehaan	Singh	Gold	10	55	156915.00	15691.50
C01219	Harinakshi	Sidhu	Silver	12	51	166202.50	13850.21
C01220	Jagvi	Sodhi	Silver	9	41	140290.00	15587.78
C01221	Gabriel	Subramanian	Bronze	13	57	210530.00	16194.62
C01222	Vyanjana	Chaudhuri	Silver	7	38	116552.50	16650.36
C01223	Shaurya	Batta	Bronze	10	37	113027.50	11302.75
C01224	Nathan	Ghosh	Silver	9	62	274240.00	30471.11
C01225	Ishaan	Karan	Silver	10	46	140422.50	14042.25
C01226	Harini	Pant	Silver	9	24	106490.00	11832.22
C01227	Yutika	Chawla	Bronze	9	35	148040.00	16448.89
C01228	Hitesh	Chaudry	Platinum	9	51	154545.00	17171.67
C01229	Jacob	Jha	Bronze	9	50	141187.50	15687.50
C01230	Wishi	Chaudhary	Bronze	8	42	102615.00	12826.88
C01231	Jason	Jaggi	Bronze	6	41	142025.00	23670.83
C01232	Yatan	Som	Bronze	9	47	143985.00	15998.33
C01233	Amaira	Pradhan	Bronze	7	32	92605.00	13229.29
C01234	Yatan	Doshi	Bronze	12	48	138850.00	11570.83
C01235	Odika	Rout	Bronze	9	47	122160.00	13573.33
C01236	Janaki	Balan	Bronze	12	45	135537.50	11294.79
C01237	Zansi	Boase	Silver	12	60	166927.50	13910.63
C01238	Nitesh	Saraf	Silver	8	44	118007.50	14750.94
C01239	Matthew	Bhardwaj	Bronze	8	31	97557.50	12194.69
C01240	Dipta	Padmanabhan	Gold	15	86	241625.00	16108.33
C01241	Netra	Sehgal	Silver	16	98	292650.00	18290.63
C01242	Nidhi	Hora	Platinum	5	28	94520.00	18904.00
C01243	Madhavi	Date	Bronze	12	72	279962.50	23330.21
C01244	Devika	Verma	Silver	14	76	229355.00	16382.50
C01245	Aarna	Khurana	Gold	10	57	205070.00	20507.00
C01246	Darpan	Pradhan	Bronze	12	56	171232.50	14269.38
C01247	Jeet	Sen	Silver	5	15	51995.00	10399.00
C01248	Vivaan	Palla	Gold	10	55	177702.50	17770.25
C01249	Krishna	Venkatesh	Bronze	14	69	192302.50	13735.89
C01250	Reyansh	Patel	Silver	9	56	199862.50	22206.94
C01251	Pavani	Sabharwal	Silver	9	49	138922.50	15435.83
C01252	Kalpit	Soni	Bronze	9	47	155160.00	17240.00
C01253	Neha	Venkataraman	Silver	9	49	141307.50	15700.83
C01254	Pallavi	Sarraf	Gold	7	38	100045.00	14292.14
C01255	Yashasvi	Datta	Bronze	13	76	269600.00	20738.46
C01256	Yochana	Wadhwa	Silver	8	34	125582.50	15697.81
C01257	Bachittar	Dugar	Gold	10	38	135880.00	13588.00
C01258	Jai	Pingle	Silver	7	42	165920.00	23702.86
C01259	Kamya	Mody	Silver	11	38	129835.00	11803.18
C01260	Luke	Dhar	Bronze	7	45	118770.00	16967.14
C01261	Tanveer	Goswami	Gold	11	61	177547.50	16140.68
C01262	Ikshita	Bir	Silver	14	65	208135.00	14866.79
C01263	Dayita	Sethi	Bronze	12	58	191180.00	15931.67
C01264	Lakshit	Thaman	Bronze	5	29	127727.50	25545.50
C01265	Manthan	Nanda	Silver	6	23	80135.00	13355.83
C01266	Megha	Nori	Silver	11	48	128240.00	11658.18
C01267	Gaurang	Gandhi	Bronze	12	54	183632.50	15302.71
C01268	Frederick	Hans	Silver	10	57	207112.50	20711.25
C01269	Yadavi	Bahl	Gold	4	20	77867.50	19466.88
C01270	Anvi	Jha	Silver	11	48	156845.00	14258.64
C01271	Ekani	Ratti	Bronze	9	44	140527.50	15614.17
C01272	Rajeshri	Gole	Silver	9	48	115740.00	12860.00
C01273	Lavanya	Kurian	Bronze	13	69	192855.00	14835.00
C01274	Om	Mangal	Bronze	4	21	54187.50	13546.88
C01275	Mitesh	Mohanty	Bronze	6	30	96300.00	16050.00
C01276	Eshana	Golla	Bronze	12	59	189937.50	15828.13
C01277	Hardik	Nagarajan	Bronze	5	27	101790.00	20358.00
C01278	Keya	Dara	Bronze	9	58	168387.50	18709.72
C01279	Warjas	Tailor	Bronze	12	63	166110.00	13842.50
C01280	Eesha	Shetty	Bronze	16	83	265737.50	16608.59
C01281	Nikita	Kaur	Bronze	13	82	248525.00	19117.31
C01282	Jeremiah	Modi	Bronze	10	36	108187.50	10818.75
C01283	Xiti	Jani	Bronze	9	39	158967.50	17663.06
C01284	Yatan	Yogi	Silver	9	60	173042.50	19226.94
C01285	Ucchal	Mann	Gold	16	73	284597.50	17787.34
C01286	Anjali	Krishna	Bronze	9	47	166530.00	18503.33
C01287	Yashvi	Manda	Bronze	10	50	142360.00	14236.00
C01288	Gaurav	Rana	Bronze	12	47	130850.00	10904.17
C01289	Shivansh	Thaman	Bronze	14	67	202930.00	14495.00
C01290	Yatan	Nagy	Silver	15	77	248242.50	16549.50
C01291	Amol	Deol	Bronze	7	33	131417.50	18773.93
C01292	Oscar	Sachdev	Bronze	8	39	119240.00	14905.00
C01293	Faras	Yohannan	Silver	11	47	164015.00	14910.45
C01294	Krisha	Parmar	Bronze	6	17	57685.00	9614.17
C01295	Abhiram	Dash	Gold	2	9	38325.00	19162.50
C01296	Aditya	Kant	Silver	8	48	120077.50	15009.69
C01297	Gautam	Mitter	Bronze	7	42	135645.00	19377.86
C01298	Balhaar	Mand	Silver	9	55	162647.50	18071.94
C01299	Meghana	Choudhry	Silver	13	79	233952.50	17996.35
C01300	Rishi	Gill	Bronze	6	22	94355.00	15725.83
C01301	Aashi	Kari	Bronze	7	25	97305.00	13900.71
C01302	Zayyan	Setty	Bronze	12	70	230970.00	19247.50
C01303	Rachana	Ray	Bronze	9	33	95562.50	10618.06
C01304	Janaki	Varughese	Silver	10	56	161445.00	16144.50
C01305	Osha	Walia	Bronze	12	50	178832.50	14902.71
C01306	Robert	Natt	Silver	5	20	37517.50	7503.50
C01307	Pallavi	Borde	Silver	12	57	183002.50	15250.21
C01308	Deepa	Bhatnagar	Gold	8	34	92000.00	11500.00
C01309	Arjun	Natt	Bronze	6	21	67430.00	11238.33
C01310	Harini	Bhagat	Bronze	7	30	123697.50	17671.07
C01311	Reva	Chandran	Gold	12	63	205677.50	17139.79
C01312	Bahadurjit	Purohit	Platinum	10	50	163350.00	16335.00
C01313	Christopher	Mitra	Bronze	13	62	210215.00	16170.38
C01314	Daksh	Ben	Gold	12	68	194222.50	16185.21
C01315	Nirja	Kaul	Silver	11	51	139912.50	12719.32
C01316	Priya	Chaudhuri	Silver	5	32	103325.00	20665.00
C01317	Reyansh	Chokshi	Bronze	4	20	52672.50	13168.13
C01318	Rishi	Date	Bronze	10	36	105447.50	10544.75
C01319	Sai	Grewal	Bronze	10	43	138735.00	13873.50
C01320	Joshua	Muni	Platinum	10	42	137012.50	13701.25
C01321	Deepa	Dhingra	Bronze	6	35	107832.50	17972.08
C01322	Hemal	Manne	Bronze	8	46	154197.50	19274.69
C01323	Maanav	Bhandari	Platinum	11	64	183707.50	16700.68
C01324	Hemangini	Hayre	Silver	8	42	104312.50	13039.06
C01325	Ranbir	Soni	Silver	11	65	166730.00	15157.27
C01326	Gautami	Mistry	Silver	6	30	77697.50	12949.58
C01327	Suhani	Basak	Bronze	12	49	146590.00	12215.83
C01328	Udant	Karpe	Silver	6	20	71140.00	11856.67
C01329	Garima	Prashad	Silver	9	48	121542.50	13504.72
C01330	Janani	Anne	Bronze	14	63	217700.00	15550.00
C01331	Ishwar	Dhar	Bronze	7	32	92462.50	13208.93
C01332	Caleb	Balan	Silver	15	78	278155.00	18543.67
C01333	Theodore	Lala	Gold	8	41	146817.50	18352.19
C01334	Rohan	Bains	Bronze	8	40	140787.50	17598.44
C01335	Laksh	Raghavan	Bronze	6	31	97995.00	16332.50
C01336	Tanmayi	Khatri	Bronze	6	38	116347.50	19391.25
C01337	Radha	Bhattacharyya	Bronze	9	33	138162.50	15351.39
C01338	Rehaan	Walia	Bronze	10	49	157845.00	15784.50
C01339	Pushti	Konda	Silver	8	43	113732.50	14216.56
C01340	Falak	Kota	Gold	11	61	188355.00	17123.18
C01341	Vrinda	Kadakia	Bronze	12	52	194625.00	16218.75
C01342	Yashoda	Rama	Bronze	12	65	209820.00	17485.00
C01343	Ekanta	Prakash	Bronze	7	31	105122.50	15017.50
C01344	Nandini	Bansal	Bronze	7	23	77452.50	11064.64
C01345	Wahab	Randhawa	Bronze	15	63	173455.00	11563.67
C01346	Naksh	Prasad	Silver	12	59	153377.50	12781.46
C01347	Sai	Venkataraman	Silver	10	44	145652.50	14565.25
C01348	Yauvani	Nayar	Platinum	10	63	193595.00	19359.50
C01349	Nilima	Pillai	Bronze	11	60	209250.00	19022.73
C01350	Aryan	Gola	Gold	10	53	143062.50	14306.25
C01351	Faqid	Parmer	Bronze	7	46	128850.00	18407.14
C01352	Farhan	Malhotra	Bronze	10	62	218842.50	21884.25
C01353	Jagvi	Barad	Gold	10	42	120947.50	12094.75
C01354	Forum	Krishna	Gold	7	46	196632.50	28090.36
C01355	Advika	Anand	Silver	8	33	99120.00	12390.00
C01356	Advik	Sodhi	Silver	7	42	119357.50	17051.07
C01357	Shaurya	Som	Silver	8	39	135262.50	16907.81
C01358	Triya	Oak	Bronze	12	78	198487.50	16540.63
C01359	Omisha	Kadakia	Bronze	4	16	74755.00	18688.75
C01360	Kavya	Dewan	Gold	13	58	138395.00	10645.77
C01361	Isha	Nori	Gold	5	16	46940.00	9388.00
C01362	Netra	Yogi	Gold	7	49	153797.50	21971.07
C01363	Azad	Dewan	Bronze	15	73	296525.00	19768.33
C01364	Samarth	Raman	Bronze	10	56	175762.50	17576.25
C01365	Vaishnavi	Chopra	Silver	12	67	200232.50	16686.04
C01366	Hemang	Goel	Platinum	12	67	200847.50	16737.29
C01367	Rushil	Boase	Bronze	7	42	143445.00	20492.14
C01368	Bishakha	Viswanathan	Silver	7	39	126305.00	18043.57
C01369	Zarna	Apte	Bronze	9	51	143892.50	15988.06
C01370	Naksh	Choudhry	Gold	13	57	166915.00	12839.62
C01371	Ekapad	Ramachandran	Bronze	9	50	122840.00	13648.89
C01372	Rachana	Soman	Bronze	10	56	160935.00	16093.50
C01373	Tara	Majumdar	Bronze	13	64	245515.00	18885.77
C01374	Devansh	Rastogi	Bronze	9	52	186375.00	20708.33
C01375	Turvi	Baral	Bronze	12	63	200850.00	16737.50
C01376	Chameli	Raman	Silver	12	50	176457.50	14704.79
C01377	Rachana	Shankar	Platinum	9	42	99280.00	11031.11
C01378	Girish	Ramaswamy	Silver	7	41	134020.00	19145.71
C01379	Bishakha	Bhavsar	Bronze	12	61	189735.00	15811.25
C01380	Jairaj	Pillay	Bronze	8	41	150540.00	18817.50
C01381	Nimrat	Seshadri	Silver	14	72	226577.50	16184.11
C01382	Chaitanya	Shere	Bronze	10	47	170505.00	17050.50
C01383	Hemal	Rastogi	Gold	10	39	100062.50	10006.25
C01384	Zashil	Contractor	Silver	6	32	115275.00	19212.50
C01385	Triya	Bir	Silver	14	58	212315.00	15165.36
C01386	Urishilla	Mallick	Platinum	10	39	137867.50	13786.75
C01387	Harish	Goel	Bronze	11	49	132107.50	12009.77
C01388	Faras	Apte	Bronze	16	79	275265.00	17204.06
C01389	Tarak	Banerjee	Silver	8	48	162437.50	20304.69
C01390	Harshil	Ramakrishnan	Silver	12	60	167165.00	13930.42
